Order_Date,Category,Product,Area,Channel,Payment_Method,Unit_Price_KES,Quantity,Discount_Pct,Revenue_KES,Customer_Rating,Units_Returned
23/02/2024,Electronics,Speaker,Kisumu,Online,Bank Transfer,22207.14,7,25,116587.48,4.2,0
03/02/2023,Books,Science Book,Mombasa,Online,PayPal,398.75,4,10,1435.5,3.2,0
02/10/2023,Clothing,Hoodie,Nakuru,Social Media,PayPal,6374.27,10,0,63742.7,4.4,0
31/10/2024,Home & Garden,Pillow Set,Machakos,Online,Bank Transfer,44071.18,7,0,308498.26,4.4,0
03/08/2023,Electronics,Headphones,Kisumu,Mobile App,M-Pesa,66982.35,2,5,127266.47,4.5,0
02/03/2023,Home & Garden,Rug,Thika,Social Media,Credit Card,49599.18,4,5,188476.88,3.9,0
19/05/2023,Sports,Tennis Racket,Mombasa,Mobile App,Cash,17786.39,5,0,88931.95,4.9,0
23/11/2024,Electronics,Tablet,Machakos,In-Store,Credit Card,38952.23,6,5,222027.71,2.9,0
10/04/2024,Books,Science Book,Nakuru,Online,M-Pesa,1589.12,5,15,6753.76,4.9,0
01/07/2024,Electronics,Speaker,Machakos,Online,Bank Transfer,95956.4,6,0,575738.4,3.5,1
02/08/2024,Clothing,Jacket,Kisumu,Mobile App,Cash,4384.18,10,0,43841.8,4.6,0
12/04/2024,Electronics,Smartphone,Nairobi,Social Media,M-Pesa,20387.1,3,25,45870.97,2.5,1
01/11/2024,Clothing,Boots,Mombasa,Mobile App,Credit Card,10555.87,5,0,52779.35,2.7,0
02/01/2023,Clothing,T-Shirt,Nakuru,Mobile App,Credit Card,5436.16,2,0,10872.32,3,0
08/03/2024,Sports,Dumbbells,Eldoret,Social Media,M-Pesa,1078.92,6,0,6473.52,4.2,0
27/01/2024,Clothing,Jacket,Nairobi,Online,M-Pesa,4103.54,5,0,20517.7,4.4,0
26/03/2024,Clothing,Boots,Thika,In-Store,M-Pesa,6600.85,1,0,6600.85,3.4,0
07/05/2023,Clothing,Jacket,Eldoret,Social Media,Credit Card,1496.91,2,0,2993.82,4,0
20/07/2024,Books,Cookbook,Machakos,In-Store,Credit Card,1186.3,2,5,2253.97,4,0
06/02/2024,Home & Garden,Rug,Thika,Online,Cash,17071.3,10,5,162177.35,3.2,0
24/06/2024,Clothing,Jacket,Nakuru,Online,Credit Card,6245.2,10,0,62452,4.7,0
27/04/2024,Home & Garden,Blender,Mombasa,Social Media,PayPal,34132.39,9,0,307191.51,4.9,0
02/06/2024,Electronics,Smartwatch,Nairobi,Online,Cash,33929.95,1,20,27143.96,3.2,0
12/10/2023,Books,Science Book,Thika,Social Media,M-Pesa,2349.72,9,0,21147.48,2.7,0
16/12/2024,Clothing,Hoodie,Mombasa,Mobile App,Bank Transfer,7244.03,2,10,16951.025,4.9,0
13/11/2024,Clothing,T-Shirt,Nakuru,Online,Bank Transfer,7541.41,1,10,8823.451,4.4,0
20/06/2023,Clothing,Boots,Nairobi,In-Store,Bank Transfer,11459.69,9,10,92823.49,3.4,0
27/09/2023,Home & Garden,Wall Art,Nairobi,Online,Cash,64722.94,5,0,323614.7,4.3,0
12/01/2024,Electronics,Headphones,Nakuru,Mobile App,M-Pesa,75942.28,10,0,759422.8,2.9,0
13/01/2023,Sports,Football,Thika,Online,Credit Card,44602.33,1,0,44602.33,3.1,0
26/11/2023,Books,Self-Help Book,Mombasa,Online,PayPal,2869.97,7,5,19085.3,4.8,0
17/08/2023,Electronics,Smartwatch,Kisumu,Online,PayPal,101652.21,1,0,101652.21,4.5,2
09/01/2023,Books,Fiction Novel,Nakuru,Mobile App,Cash,1347.36,9,25,9094.68,3.4,0
13/07/2024,Home & Garden,Wall Art,Eldoret,In-Store,Bank Transfer,29967.27,8,5,227751.25,4.4,0
02/01/2023,Electronics,Headphones,Nairobi,In-Store,PayPal,53270.71,1,15,45280.1,4.4,0
29/12/2024,Home & Garden,Sofa,Mombasa,In-Store,Bank Transfer,39768.69,1,0,39768.69,2.6,0
01/06/2024,Sports,Bicycle,Thika,Mobile App,Bank Transfer,58488.55,2,0,116977.1,2.8,0
26/10/2023,Electronics,Smartwatch,Eldoret,Online,Bank Transfer,100041.7,3,5,285118.84,3.2,0
27/07/2023,Books,Comics,Machakos,Mobile App,Cash,1748.83,4,0,6995.32,2.8,0
02/07/2024,Electronics,Laptop,Nairobi,In-Store,Bank Transfer,70976.16,7,0,496833.12,3.4,0
09/08/2023,Books,Cookbook,Nakuru,Mobile App,M-Pesa,589.35,5,0,2946.75,4.6,0
28/06/2023,Electronics,Camera,Mombasa,Mobile App,Bank Transfer,77992.03,5,10,350964.14,2.6,0
13/01/2023,Books,Biographies,Thika,In-Store,M-Pesa,1778.54,3,0,5335.62,2.7,0
18/03/2023,Clothing,Jeans,Mombasa,Social Media,Cash,8392.28,2,10,15106.1,2.6,0
22/06/2023,Books,Textbook,Mombasa,Online,Cash,692.09,8,0,5536.72,4.8,0
09/10/2023,Books,Science Book,Nairobi,Social Media,Bank Transfer,852.98,4,0,3411.92,3.2,1
04/03/2023,Electronics,Smartwatch,Eldoret,In-Store,Cash,75835.96,9,25,511892.73,2.7,0
06/05/2024,Books,Self-Help Book,Thika,In-Store,PayPal,2843.51,7,15,16918.88,3.9,0
31/01/2023,Sports,Tennis Racket,Kisumu,Social Media,Cash,11281.06,6,5,64302.04,4.7,0
11/09/2023,Electronics,Speaker,Nakuru,Mobile App,PayPal,149941.65,3,0,449824.95,4.1,0
31/08/2023,Electronics,Speaker,Mombasa,Social Media,Cash,140410.49,3,0,421231.47,4,0
19/05/2024,Home & Garden,Pillow Set,Nairobi,Mobile App,PayPal,45437.63,10,5,431657.48,3.9,0
01/01/2023,Electronics,Smartphone,Nairobi,In-Store,PayPal,34383.72,9,25,232090.11,3.3,0
24/04/2023,Clothing,Dress,Thika,In-Store,Cash,1184.89,3,0,3554.67,4.6,1
20/05/2023,Electronics,Tablet,Thika,Social Media,PayPal,16952.76,5,15,72049.23,4.9,0
17/08/2023,Books,Textbook,Thika,Social Media,Cash,857.45,9,15,6559.49,4.2,0
04/08/2024,Books,Cookbook,Thika,Mobile App,Credit Card,868.67,1,20,694.94,2.6,0
22/12/2023,Sports,Dumbbells,Thika,Online,Bank Transfer,8954.22,2,5,22116.926,2.9,1
10/12/2024,Electronics,Speaker,Thika,Mobile App,Bank Transfer,3686.55,4,5,14008.89,3.1,0
23/01/2024,Electronics,Smartphone,Nakuru,Social Media,Bank Transfer,145427.07,7,25,763492.12,3.4,0
21/01/2023,Books,Textbook,Machakos,In-Store,Credit Card,1744.12,1,10,1569.71,3.3,1
13/12/2023,Electronics,Tablet,Mombasa,Social Media,Credit Card,110333.79,9,0,1290905.343,4,0
14/04/2023,Electronics,Headphones,Thika,In-Store,PayPal,133683.48,3,0,401050.44,3.3,2
07/02/2024,Books,Comics,Eldoret,Mobile App,Cash,1251.68,2,0,2503.36,3.9,0
24/07/2023,Clothing,T-Shirt,Kisumu,Online,Bank Transfer,1507.73,10,25,11307.97,2.7,0
07/11/2024,Home & Garden,Sofa,Nakuru,Online,Cash,62962.22,8,25,377773.32,4.1,0
27/09/2023,Home & Garden,Coffee Maker,Kisumu,In-Store,Bank Transfer,4333.66,8,25,26001.96,3.1,0
26/08/2024,Electronics,Laptop,Machakos,Online,M-Pesa,100884.89,9,20,726371.21,3.1,0
02/05/2024,Books,Textbook,Eldoret,Social Media,PayPal,2498.62,8,5,18989.51,3.2,0
21/06/2023,Electronics,Smartwatch,Eldoret,In-Store,M-Pesa,142489.71,8,0,1139917.68,4.9,0
24/11/2023,Clothing,T-Shirt,Nakuru,Online,Bank Transfer,2822.07,3,10,9905.467,4.8,0
26/04/2023,Books,Biographies,Nakuru,Mobile App,Cash,1963,1,20,1570.4,3.5,0
02/07/2024,Sports,Tennis Racket,Machakos,Online,M-Pesa,34023.42,2,10,61242.16,4.7,1
10/10/2023,Home & Garden,Coffee Maker,Thika,Social Media,PayPal,49029.8,1,0,49029.8,3.5,0
17/01/2024,Books,Fiction Novel,Nakuru,Mobile App,Credit Card,457.73,8,10,3295.66,2.6,0
04/11/2023,Home & Garden,Blender,Kisumu,Social Media,M-Pesa,77821.73,4,0,404672.996,3.6,0
12/06/2024,Home & Garden,Wall Art,Nakuru,Online,Credit Card,35783.95,7,25,187865.74,4.7,0
20/06/2024,Sports,Swimming Goggles,Mombasa,Online,Cash,42748.42,7,0,299238.94,4.7,0
22/12/2024,Clothing,Hoodie,Mombasa,Online,Credit Card,880.32,1,15,748.27,3.4,0
01/07/2023,Books,Comics,Nairobi,Online,Credit Card,1491.89,10,25,11189.18,4.9,0
29/01/2023,Sports,Running Shoes,Kisumu,In-Store,Cash,45088.29,2,10,81158.92,3.5,0
09/06/2024,Sports,Swimming Goggles,Mombasa,In-Store,Credit Card,40855.1,5,20,163420.4,2.6,0
14/09/2024,Electronics,Headphones,Mombasa,In-Store,PayPal,120527.99,4,10,433900.76,4.5,0
24/11/2024,Home & Garden,Coffee Maker,Nakuru,Mobile App,Bank Transfer,20758.3,8,10,194297.688,4.1,0
02/11/2023,Electronics,Smartwatch,Thika,Mobile App,PayPal,97806.63,10,10,1144337.571,3.7,0
03/06/2023,Home & Garden,Wall Art,Kisumu,Mobile App,Cash,52764.67,5,5,250632.18,3.8,0
30/10/2023,Electronics,Speaker,Machakos,Social Media,Cash,102751.85,1,25,77063.89,3.1,0
18/11/2024,Books,Comics,Nairobi,In-Store,Cash,2624.96,4,25,7874.88,3.3,0
27/11/2024,Sports,Dumbbells,Kisumu,Online,Bank Transfer,8199.88,5,0,53299.22,4.1,0
24/09/2023,Clothing,Boots,Machakos,Mobile App,Bank Transfer,9563.04,6,15,48771.5,4,0
28/11/2024,Electronics,Headphones,Nairobi,Online,Bank Transfer,133635.06,9,0,1202715.54,3.2,0
20/11/2023,Clothing,Jeans,Mombasa,Mobile App,Bank Transfer,11852.7,8,0,123268.08,3,0
22/06/2023,Home & Garden,Wall Art,Mombasa,Mobile App,M-Pesa,1173.31,5,5,5573.22,3.9,0
05/01/2023,Electronics,Laptop,Eldoret,Social Media,Bank Transfer,61702.24,8,20,394894.34,2.6,0
11/12/2024,Home & Garden,Sofa,Kisumu,In-Store,M-Pesa,54398.45,4,5,268728.343,3.3,0
11/04/2024,Sports,Tennis Racket,Kisumu,In-Store,M-Pesa,49536.32,5,10,222913.44,4.3,0
12/07/2023,Home & Garden,Coffee Maker,Thika,In-Store,Cash,79694.2,8,15,541920.56,2.9,1
07/05/2023,Books,Fiction Novel,Mombasa,In-Store,Credit Card,975.81,1,0,975.81,3.4,0
08/11/2024,Electronics,Headphones,Thika,Mobile App,PayPal,94223.95,10,0,942239.5,4.6,0
30/07/2023,Electronics,Headphones,Nakuru,Social Media,M-Pesa,82997.79,8,0,663982.32,4.2,0
04/03/2024,Home & Garden,Coffee Maker,Thika,Online,PayPal,22182.19,10,0,221821.9,4.6,0
27/09/2023,Sports,Yoga Mat,Kisumu,Online,M-Pesa,30165.7,10,5,286574.15,4.6,2
05/12/2024,Home & Garden,Wall Art,Nakuru,Mobile App,Credit Card,3920.93,8,5,38738.791,3.3,0
14/04/2023,Electronics,Smartphone,Machakos,Social Media,Credit Card,142518.01,9,0,1282662.09,4.8,0
25/10/2023,Books,Cookbook,Kisumu,Social Media,M-Pesa,619.39,3,0,1858.17,3.4,0
03/12/2023,Books,Comics,Nairobi,Online,M-Pesa,330.95,3,0,992.85,3.6,0
06/10/2023,Electronics,Tablet,Machakos,Mobile App,Credit Card,18847.14,7,25,98947.48,4.6,0
17/04/2023,Books,Textbook,Nakuru,In-Store,M-Pesa,724.04,1,0,724.04,3.5,0
01/12/2024,Sports,Football,Nakuru,In-Store,PayPal,23157.2,6,0,180626.16,4.3,1
13/01/2023,Books,Science Book,Nairobi,Social Media,Bank Transfer,447.11,5,15,1900.22,4.3,0
19/03/2024,Sports,Football,Eldoret,In-Store,Cash,31434.52,10,0,314345.2,4.2,0
12/01/2023,Home & Garden,Wall Art,Thika,Social Media,Credit Card,67251.42,9,0,605262.78,4.1,0
05/12/2023,Books,Textbook,Nakuru,In-Store,M-Pesa,2704.58,6,5,20040.943,2.6,0
01/04/2023,Books,Science Book,Machakos,In-Store,M-Pesa,1769.1,10,25,13268.25,4.6,0
04/04/2023,Electronics,Headphones,Thika,Online,M-Pesa,61709.07,1,0,61709.07,4.5,1
17/08/2023,Home & Garden,Pillow Set,Eldoret,In-Store,Bank Transfer,76068.13,6,0,456408.78,4.6,0
16/12/2023,Sports,Tennis Racket,Nakuru,Mobile App,Bank Transfer,7372.99,4,0,29491.96,4.1,0
24/02/2024,Sports,Tennis Racket,Kisumu,Online,M-Pesa,53874.5,8,0,430996,2.8,0
21/04/2023,Clothing,T-Shirt,Machakos,Social Media,Credit Card,5756.03,4,15,19570.5,4.4,0
25/05/2024,Sports,Yoga Mat,Machakos,Social Media,Bank Transfer,39712.33,9,0,357410.97,2.5,0
12/05/2023,Sports,Bicycle,Machakos,Social Media,PayPal,46996.24,3,0,140988.72,2.8,0
12/02/2024,Sports,Running Shoes,Eldoret,Social Media,Bank Transfer,58782.35,4,10,211616.46,4.9,2
19/12/2024,Books,Textbook,Mombasa,In-Store,Bank Transfer,2228.08,9,10,23461.685,3.3,0
19/11/2024,Sports,Football,Mombasa,In-Store,Credit Card,37675.55,5,15,160121.09,4.3,2
19/08/2024,Clothing,Sneakers,Eldoret,Mobile App,M-Pesa,9248.91,9,25,62430.14,3.9,0
26/01/2023,Books,Comics,Thika,Mobile App,Bank Transfer,2886.58,9,0,25979.22,3.5,0
08/12/2024,Electronics,Laptop,Kisumu,In-Store,Cash,103141.77,3,0,402252.903,3,0
24/10/2024,Home & Garden,Rug,Nakuru,Online,PayPal,69548.4,9,5,594638.82,3.9,0
14/01/2023,Home & Garden,Wall Art,Thika,Online,Bank Transfer,31494.33,6,0,188965.98,4.4,0
18/07/2023,Books,Textbook,Mombasa,Mobile App,PayPal,2049.17,10,5,19467.11,3.2,0
14/05/2023,Electronics,Laptop,Mombasa,Online,Bank Transfer,8013.87,5,10,36062.42,2.9,0
02/10/2024,Electronics,Tablet,Nakuru,In-Store,M-Pesa,24748.1,6,0,148488.6,4,0
08/07/2023,Books,Textbook,Eldoret,Mobile App,M-Pesa,2808.9,6,5,16010.73,3.8,0
06/12/2023,Clothing,Jacket,Eldoret,Social Media,M-Pesa,4518.13,4,15,15361.64,3,0
19/10/2024,Sports,Bicycle,Eldoret,Online,M-Pesa,40334.94,8,5,306545.54,4,0
26/01/2023,Electronics,Camera,Kisumu,Social Media,M-Pesa,59109.64,9,10,478788.08,4.8,0
10/06/2024,Home & Garden,Pillow Set,Machakos,Social Media,Bank Transfer,4273.05,4,15,14528.37,2.7,0
17/04/2023,Sports,Tennis Racket,Nairobi,Online,Credit Card,40417.91,4,20,129337.31,3,0
31/03/2023,Books,Comics,Machakos,Online,Credit Card,376.01,6,0,2256.06,2.7,0
19/03/2024,Home & Garden,Pillow Set,Nairobi,In-Store,Cash,33084.52,8,20,211740.93,3.3,0
29/05/2024,Electronics,Smartwatch,Nairobi,Online,PayPal,8736.49,2,15,14852.03,2.8,0
10/06/2023,Home & Garden,Pillow Set,Nairobi,Mobile App,Bank Transfer,31007.96,1,25,23255.97,3.8,0
20/07/2024,Books,Textbook,Machakos,Mobile App,Credit Card,1253.78,6,0,7522.68,4.7,0
04/08/2023,Electronics,Smartphone,Eldoret,Social Media,PayPal,83033.77,2,10,149460.79,4.4,1
18/07/2023,Home & Garden,Desk Lamp,Nakuru,In-Store,Credit Card,15372.22,10,10,138349.98,2.8,0
11/04/2023,Sports,Swimming Goggles,Nairobi,Social Media,PayPal,4944.79,2,10,8900.62,3,0
22/11/2023,Home & Garden,Blender,Mombasa,In-Store,M-Pesa,23382.86,2,5,57755.659,3.3,0
17/11/2023,Sports,Dumbbells,Eldoret,Mobile App,Cash,57544.34,3,0,172633.02,3.1,0
18/04/2024,Books,Cookbook,Machakos,Mobile App,Credit Card,2474.66,6,25,11135.97,3.6,0
05/07/2024,Books,Biographies,Nairobi,In-Store,PayPal,562.32,5,0,2811.6,3,0
27/08/2024,Electronics,Camera,Nairobi,Online,PayPal,95480.72,10,20,763845.76,3,0
18/05/2023,Home & Garden,Pillow Set,Eldoret,Social Media,Credit Card,29772.84,4,10,107182.22,3.7,0
10/06/2024,Books,Cookbook,Eldoret,Online,Credit Card,3013.54,10,0,30135.4,2.9,0
14/05/2024,Sports,Tennis Racket,Thika,In-Store,Bank Transfer,56387.01,1,5,53567.66,3.1,0
25/04/2024,Clothing,T-Shirt,Thika,In-Store,PayPal,10938.85,6,20,52506.48,4.8,1
15/08/2024,Electronics,Camera,Kisumu,Online,PayPal,95767.91,5,10,430955.6,3.9,0
28/12/2023,Books,Cookbook,Eldoret,Online,PayPal,1105.08,4,20,4597.138,3.4,0
05/08/2023,Sports,Yoga Mat,Eldoret,In-Store,Bank Transfer,10436.99,2,10,18786.58,2.9,0
08/05/2024,Sports,Football,Machakos,Online,Credit Card,25228.05,6,0,151368.3,4.2,0
18/05/2023,Sports,Dumbbells,Thika,Social Media,M-Pesa,15074.02,3,0,45222.06,4.1,0
05/09/2024,Sports,Dumbbells,Nairobi,In-Store,Cash,55393.34,9,20,398832.05,4.9,0
13/08/2023,Home & Garden,Sofa,Mombasa,Social Media,PayPal,79427.85,8,0,635422.8,4.6,0
03/12/2024,Sports,Swimming Goggles,Machakos,In-Store,PayPal,39783.14,5,0,198915.7,3.6,0
03/06/2023,Clothing,Jacket,Nakuru,In-Store,M-Pesa,690.47,9,20,4971.38,4,0
25/11/2024,Sports,Tennis Racket,Nairobi,Online,M-Pesa,29245.11,3,0,114055.929,3.8,0
25/12/2023,Electronics,Camera,Eldoret,Social Media,Credit Card,140886.4,8,20,1172174.848,4.4,0
18/10/2023,Sports,Yoga Mat,Nakuru,In-Store,Cash,28942.19,4,0,115768.76,4,0
20/01/2024,Home & Garden,Desk Lamp,Nairobi,Online,PayPal,42185.22,9,0,379666.98,4.1,0
25/09/2023,Home & Garden,Coffee Maker,Kisumu,Online,Credit Card,34544.87,10,10,310903.83,4.6,0
03/07/2023,Home & Garden,Pillow Set,Kisumu,Social Media,Credit Card,33527.67,9,25,226311.77,3.4,0
02/04/2024,Home & Garden,Blender,Eldoret,Mobile App,Bank Transfer,59073.97,2,5,112240.54,4.5,1
14/06/2023,Electronics,Laptop,Eldoret,Social Media,Cash,120526.35,10,0,1205263.5,3.5,0
16/08/2023,Electronics,Speaker,Mombasa,Social Media,PayPal,66435.86,2,10,119584.55,3.4,0
25/03/2024,Books,Science Book,Eldoret,Mobile App,PayPal,483.88,3,25,1088.73,2.5,1
21/11/2024,Sports,Running Shoes,Mombasa,Online,PayPal,30926.54,4,0,123706.16,3.1,0
14/06/2024,Clothing,T-Shirt,Kisumu,Social Media,Cash,8201.11,7,5,54537.38,2.5,0
12/09/2024,Electronics,Smartwatch,Kisumu,Mobile App,Cash,144566.57,5,5,686691.21,4.9,0
30/05/2024,Books,Biographies,Nairobi,Mobile App,Credit Card,1602.83,2,0,3205.66,3.2,1
07/09/2023,Sports,Running Shoes,Eldoret,Mobile App,Bank Transfer,57983.69,10,25,434877.68,4.4,1
10/10/2024,Books,Comics,Nakuru,Online,Bank Transfer,672.06,2,20,1075.3,4.5,0
12/09/2023,Clothing,Hoodie,Kisumu,Social Media,Cash,6439.8,1,10,5795.82,3.2,0
07/07/2023,Home & Garden,Sofa,Eldoret,In-Store,Bank Transfer,25658.72,4,10,92371.39,4.9,0
23/08/2023,Clothing,Jacket,Thika,In-Store,Credit Card,8957.43,5,5,42547.79,3,0
08/07/2024,Sports,Running Shoes,Mombasa,Online,M-Pesa,55259.17,8,0,442073.36,4.9,0
07/06/2024,Home & Garden,Pillow Set,Kisumu,Social Media,PayPal,69606.49,8,0,556851.92,3.2,0
08/02/2024,Sports,Dumbbells,Nairobi,Social Media,Bank Transfer,56415.47,1,15,47953.15,4.7,0
24/01/2024,Books,Fiction Novel,Thika,Social Media,Cash,2505.47,1,5,2380.2,4,0
19/09/2024,Sports,Swimming Goggles,Kisumu,In-Store,PayPal,16213.23,5,25,60799.61,3.4,0
04/07/2023,Books,Self-Help Book,Nakuru,Mobile App,Cash,3033.84,5,25,11376.9,3.9,2
30/05/2023,Clothing,Hoodie,Nairobi,Mobile App,Credit Card,6886.41,7,5,45794.63,4.5,0
13/05/2024,Books,Textbook,Nairobi,In-Store,Bank Transfer,1898.71,9,15,14525.13,3.3,0
06/10/2024,Sports,Yoga Mat,Nakuru,Online,Credit Card,4166.16,5,25,15623.1,2.7,0
26/11/2024,Home & Garden,Blender,Kisumu,Mobile App,Cash,2370.96,2,15,5239.819,3,0
02/04/2024,Sports,Dumbbells,Machakos,Mobile App,Cash,19910.36,9,25,134394.93,4.7,0
08/10/2024,Home & Garden,Coffee Maker,Thika,In-Store,Credit Card,51533.99,6,20,247363.15,4,0
11/09/2024,Electronics,Smartphone,Mombasa,Mobile App,Credit Card,48395.35,5,10,217779.08,4.1,0
21/06/2023,Books,Textbook,Machakos,Mobile App,PayPal,1966.99,8,20,12588.74,3,0
07/03/2023,Clothing,Boots,Kisumu,Online,Credit Card,2419.47,2,0,4838.94,4.8,0
26/09/2023,Electronics,Smartphone,Machakos,Social Media,PayPal,115219.46,2,0,230438.92,4,0
23/06/2024,Books,Cookbook,Mombasa,In-Store,Cash,1718.11,3,0,5154.33,4.6,0
15/07/2024,Home & Garden,Rug,Kisumu,Social Media,Bank Transfer,78018.54,9,10,631950.17,3.6,1
22/12/2023,Sports,Dumbbells,Eldoret,Social Media,PayPal,26437.66,9,10,278388.565,3.1,0
19/12/2023,Home & Garden,Blender,Nakuru,Mobile App,Credit Card,24842.97,1,0,24842.97,3.8,0
08/01/2023,Books,Textbook,Nakuru,Mobile App,M-Pesa,2750.78,5,5,13066.2,3.9,0
14/08/2023,Sports,Bicycle,Nakuru,In-Store,Credit Card,43067.32,7,20,241176.99,3.2,0
27/02/2024,Clothing,Sneakers,Machakos,Mobile App,Cash,7957.26,9,10,64453.81,3,0
12/07/2023,Clothing,Dress,Nairobi,Social Media,PayPal,5706.82,10,25,42801.15,3.3,0
27/08/2023,Sports,Yoga Mat,Mombasa,Online,Cash,16590.19,8,0,132721.52,2.7,0
05/12/2023,Clothing,Dress,Nakuru,Mobile App,Bank Transfer,11976.58,8,0,95812.64,4.4,0
26/01/2024,Home & Garden,Rug,Nakuru,Online,PayPal,38035.62,4,10,136928.23,4.6,0
16/04/2024,Clothing,Jacket,Machakos,Social Media,Credit Card,8982.62,1,5,8533.49,4.3,0
17/09/2023,Clothing,Jacket,Nakuru,Mobile App,Cash,2324.03,1,0,2324.03,3.7,0
16/01/2023,Home & Garden,Sofa,Machakos,In-Store,M-Pesa,19488.49,7,15,115956.52,2.9,0
05/12/2024,Electronics,Headphones,Machakos,In-Store,M-Pesa,145387.57,10,25,1417528.814,3.4,0
09/05/2023,Clothing,Jacket,Nairobi,Mobile App,M-Pesa,1187.41,3,0,3562.23,3.7,0
02/01/2024,Sports,Swimming Goggles,Thika,Mobile App,Bank Transfer,44151.42,1,20,35321.14,4.3,0
03/08/2024,Electronics,Headphones,Thika,Social Media,PayPal,45617.76,8,5,346694.98,3,0
27/09/2023,Books,Cookbook,Machakos,In-Store,M-Pesa,1999.64,8,10,14397.41,3.9,0
25/11/2023,Sports,Bicycle,Thika,In-Store,M-Pesa,37412.24,6,5,277224.701,4.1,0
24/02/2024,Books,Self-Help Book,Eldoret,Social Media,PayPal,793.22,5,15,3371.19,4.1,0
20/04/2023,Sports,Football,Nairobi,Online,Credit Card,11211.14,1,5,10650.58,3.7,0
20/02/2023,Sports,Football,Machakos,Social Media,Bank Transfer,31833.79,10,10,286504.11,3.4,0
25/07/2024,Electronics,Smartphone,Mombasa,Social Media,M-Pesa,71272.75,1,15,60581.84,4.4,1
08/11/2023,Home & Garden,Rug,Thika,Online,PayPal,21852.6,1,0,21852.6,3,0
25/07/2024,Electronics,Camera,Mombasa,Social Media,Credit Card,30581.68,4,0,122326.72,4.4,0
20/06/2023,Electronics,Speaker,Thika,Mobile App,Bank Transfer,105977.46,7,0,741842.22,4.5,0
19/11/2023,Sports,Running Shoes,Thika,In-Store,PayPal,59906.95,8,15,529577.438,5,0
20/01/2024,Books,Textbook,Thika,Social Media,Cash,2246.92,10,5,21345.74,4.4,1
02/09/2024,Home & Garden,Blender,Nakuru,Social Media,Bank Transfer,815.49,1,10,733.94,2.5,0
20/07/2024,Home & Garden,Sofa,Kisumu,In-Store,Credit Card,68573.06,1,10,61715.75,3.8,0
11/01/2024,Sports,Dumbbells,Nairobi,Online,Bank Transfer,21725.95,3,10,58660.07,4.7,0
29/11/2023,Home & Garden,Rug,Kisumu,Online,PayPal,32464.02,4,0,168812.904,2.9,0
22/03/2023,Sports,Swimming Goggles,Nairobi,Mobile App,M-Pesa,44008.89,10,20,352071.12,4.5,1
30/10/2024,Home & Garden,Blender,Machakos,Social Media,Bank Transfer,74475.49,2,5,141503.43,4.6,1
29/05/2024,Books,Fiction Novel,Kisumu,Online,Cash,2027.78,3,15,5170.84,4.2,0
16/05/2023,Books,Science Book,Machakos,Online,Credit Card,1682.19,7,0,11775.33,3.3,0
19/05/2023,Electronics,Smartwatch,Nakuru,Mobile App,M-Pesa,60982,7,0,426874,3.7,0
06/09/2023,Books,Comics,Eldoret,In-Store,PayPal,2271.19,9,5,19418.67,2.7,0
23/12/2023,Home & Garden,Wall Art,Eldoret,Online,M-Pesa,54002.41,7,15,321314.34,3.4,0
24/07/2023,Home & Garden,Desk Lamp,Kisumu,Social Media,PayPal,12348.82,1,5,11731.38,4.2,0
15/01/2023,Electronics,Smartphone,Thika,Online,Credit Card,142443.26,3,10,384596.8,3.4,0
28/07/2023,Home & Garden,Coffee Maker,Nakuru,Online,Cash,17353.56,9,5,148372.94,3.9,0
19/09/2023,Sports,Bicycle,Eldoret,In-Store,M-Pesa,22970.44,9,0,206733.96,2.9,0
21/04/2023,Sports,Running Shoes,Nairobi,Social Media,M-Pesa,4555.91,5,15,19362.62,2.5,1
10/07/2023,Books,Self-Help Book,Nakuru,Online,Cash,1850.92,10,0,18509.2,3,1
16/05/2024,Sports,Football,Nairobi,Online,Credit Card,55382.84,5,15,235377.07,3.5,0
05/03/2023,Home & Garden,Wall Art,Kisumu,Mobile App,Cash,19507.42,9,10,158010.1,4.1,1
31/03/2023,Electronics,Smartwatch,Kisumu,In-Store,Credit Card,52584.35,7,0,368090.45,4.3,0
16/11/2023,Sports,Swimming Goggles,Thika,In-Store,Bank Transfer,14877.43,3,20,46417.579,3.3,0
16/03/2024,Clothing,Boots,Mombasa,In-Store,Credit Card,4053.48,9,0,36481.32,5,2
08/07/2023,Clothing,Boots,Eldoret,In-Store,Cash,1279.86,9,0,11518.74,3.3,1
12/07/2023,Electronics,Speaker,Kisumu,Social Media,Bank Transfer,46895.52,5,0,234477.6,2.8,0
23/03/2023,Sports,Tennis Racket,Kisumu,In-Store,PayPal,14391.64,1,15,12232.89,4.2,0
30/04/2024,Sports,Swimming Goggles,Eldoret,Social Media,Cash,11528.2,7,25,60523.05,2.8,0
29/07/2023,Electronics,Headphones,Machakos,Online,Cash,142629.31,4,5,541991.38,2.7,1
19/02/2024,Books,Textbook,Eldoret,Social Media,Cash,3073.68,4,20,9835.78,4.4,0
17/06/2024,Books,Comics,Kisumu,Social Media,PayPal,3305.25,10,0,33052.5,2.8,0
14/07/2023,Electronics,Laptop,Eldoret,Social Media,M-Pesa,84539.74,9,0,760857.66,3.2,0
07/12/2024,Home & Garden,Rug,Machakos,Mobile App,Bank Transfer,13985.74,5,0,90907.31,2.9,0
07/02/2024,Books,Fiction Novel,Thika,Online,Credit Card,2791.94,9,0,25127.46,3.5,0
